id,filename,passage_id,material,tcValue,pressure,me_method,text
0,PR06014617,4|4,x = 0.10,30,,,"The measured T c 's are 30, 37.7, 36, 27.5 and 20.3 K for x = 0.10, 0.15, 0.20, 0.22 and 0.24, re- spectively."
162,L095167004,9|3,KOs 2 O 6,9.6 K,AP,,"In the case of KOs 2 O 6 with the highest T c of 9.6 K at AP ), the T c is reduced to 8.2 K at 2.0 GPa, 5.7 K at 4.0 GPa, and disappears above that."
163,L095167004,9|3,,8.2 K,2.0 GPa,,"In the case of KOs 2 O 6 with the highest T c of 9.6 K at AP ), the T c is reduced to 8.2 K at 2.0 GPa, 5.7 K at 4.0 GPa, and disappears above that."
164,L095167004,9|3,,5.7 K,4.0 GPa,,"In the case of KOs 2 O 6 with the highest T c of 9.6 K at AP ), the T c is reduced to 8.2 K at 2.0 GPa, 5.7 K at 4.0 GPa, and disappears above that."
165,L095167004,21|1,"AOs 2 O 6 (A = Cs, Rb, K)",3.3 K,,magnetization,
166,L095167004,21|1,"AOs 2 O 6 (A = Cs, Rb, K)",6.3 K,,,
167,L095167004,21|1,"AOs 2 O 6 (A = Cs, Rb, K)",9.6 K,,,
168,L094047001,5|1,CeCoIn 5,2.3 K,,,
169,L094037007,1|2,CeIrIn5,0.8 K,2.1 GPa,,
170,L094037007,2|1,CeIrIn 5,0.4 K,0,,"Among CeMIn 5 , CeIrIn 5 and CeCoIn 5 show superconductivity at P = 0 below T c = 0.4 K and 2.3 K, respectively ."
171,L094037007,2|1,CeCoIn 5,2.3 K,0,,"Among CeMIn 5 , CeIrIn 5 and CeCoIn 5 show superconductivity at P = 0 below T c = 0.4 K and 2.3 K, respectively ."
172,L094037007,2|2,CeRhIn 5,2 K,1.GPa,,Antiferromagnet CeRhIn 5 be- comes superconducting at relatively lower critical pres- sure P c ∼ 1.GPa and yet exhibits a higher T c ∼ 2 K .
173,L094037007,3|0,CeRhIrIn 5,up to 1 K,,,"Moreover, substituting Ir to Rh in CeIrIn 5 increases T c up to 1 K in CeRhIrIn 5 ."
174,L094037007,3|5,CeIrIn 5,1 K,3 GPa,,
175,L094037007,6|3,CeIrIn 5,0.4 K,0 GPa,,
176,L094037007,14|2,CeIrIn 5,0.8 K,2.1 GPa,,
177,L093157004,1|0,RbOs 2 O 6,6.3 K,0,magnetization,We report magnetization measurements under high hydrostatic pressure in the newly discovered pyrochlore superconductor RbOs 2 O 6 (T c ≃ 6.3 K at p = 0).
178,L093157004,2|1,KOs 2 O 6,9.6 K,,,One of the most remarkable examples is the observation of bulk superconductivity in pyrochlore oxide KOs 2 O 6 with the transition temperature T c ≃ 9.6 K .
179,L093157004,2|2,CdRe 2 O 7,1 K,,,"It was the second compound with pyrochlore structure, after CdRe 2 O 7 (T c ≃ 1 K) , where superconductivity was observed."
180,L093157004,2|3,RbOs 2 O 6,6.3 K,,,"Recently, the third and the forth pyrochlore superconductors, namely RbOs 2 O 6 (T c ≃ 6.3 K) and CsOs 2 O 6 (T c ≃ 3.3 K) were announced."
181,L093157004,2|3,CsOs 2 O 6,3.3 K,,,"Recently, the third and the forth pyrochlore superconductors, namely RbOs 2 O 6 (T c ≃ 6.3 K) and CsOs 2 O 6 (T c ≃ 3.3 K) were announced."
182,L093157004,6|3,In,3.4 K,0,magnetization,The pressure was taken from a separate calibration set of magnetization experiments where a small piece of In [T c (0) = 3.4 K] with known T c (p) dependence was added to the sample and both T c of In and RbOs 2 O 6 were recorded.
183,L090137002,4|1,underdoped Bi 2 Sr 2 CaCu 2 O 8+δ,70 K,,,
184,Li_2018_Supercond._Sci._Technol._31_085001,4|3,Zr 5 Sb 3,∼2.3 K,,,"Superconductivity has been reported firstly in Zr 5 Sb 3 with T c ∼2.3 K, and later in the Ru-doped Zr 5 Sb 3 and Hf 5 Sb 3 (with structure changing from Mn 5 Si 3 type to W 5 Si 3 type upon doping)."
185,Li_2018_Supercond._Sci._Technol._31_085001,9|6,Ge site doped sample Zr 5 Ge 2.5 Pt 0.5,2.8 K,,electrical resistivity,
186,Li_2018_Supercond._Sci._Technol._31_085001,10|4,Zr 5 Pt 3,7.2 K,,,"The Zr 5 Pt 3 is known as a superconductor with T c at 7.2 K, which essentially affects our analysis."
187,Li_2018_Supercond._Sci._Technol._31_085001,12|0,Zr 5 Ge 2.8 Pt 0.2,2.6 K,,resistivity,"The normalized resistivity data is shown in , with all the Pt doped samples showing a clear super- conducting transition at low temperature, and the transition temperature of each sample increasing as the doping level increases from 2.6 K in Zr 5 Ge 2.8 Pt 0.2 to 3.5 K in Zr 5 Ge 2 Pt, shown in ."
188,Li_2018_Supercond._Sci._Technol._31_085001,12|0,Zr 5 Ge 2 Pt,3.5 K,,resistivity,"The normalized resistivity data is shown in , with all the Pt doped samples showing a clear super- conducting transition at low temperature, and the transition temperature of each sample increasing as the doping level increases from 2.6 K in Zr 5 Ge 2.8 Pt 0.2 to 3.5 K in Zr 5 Ge 2 Pt, shown in ."
189,Li_2018_Supercond._Sci._Technol._31_085001,13|2,Zr 5 Ge 2.5 Pt 0.5,below 2.8 K,,magnetic susceptibility,
190,Li_2018_Supercond._Sci._Technol._31_085001,13|3,,2 K,,magnetic susceptibility,
191,Li_2018_Supercond._Sci._Technol._31_085001,14|3,Zr 5 Pt 3,7.2 K,,,"As Zr 5 Pt 3 is also superconducting at a higher temperature with a T c at 7.2 K, one may expect that the superconducting trans- ition temperature will continue to increase if further doping studies are successful."
192,Li_2018_Supercond._Sci._Technol._31_085001,15|5,Zr 5 Sb 3,2.3 K,,,"The upper critical field is comparable to the superconducting Zr 5 Sb 3 sample with the same crystal structure, which has superconducting T c at 2.3 K and upper critical field H c2 at 3.4 T."
193,Li_2018_Supercond._Sci._Technol._31_085001,17|2,Zr 5 Ge 2.5 Pt 0.5,2.5 K,,specific heat,
194,SSC1280097,1|3,x = 0.5 (La-2125 stoichiometry),58 K,,,Maximum T c ~ 58 K has been observed for x = 0.5 (La-2125 stoichiometry).
195,SSC1280097,4|0,x = 0.5,78 K,,,"Our studies on the La 2-x R x Ca y Ba 2 Cu 4+y O z (La-2125) type of R-123 derived compounds have shown enhancement in T c with increasing x, with maximum T c ~ 78 K achieved with different R, for x = 0.5 compound ."
196,SSC1280097,13|3,La-2125,78K,,,"Thus, we can feel that the rise in T c (but not up to maximum of La-2125 system i.e., ~ 78K) in LaPrCaBCO is due to the competition between hole filling and/or hybridization and hole doping which results from the simultaneous increase of both Pr and Ca with x."
197,EPL0410207,4|1,single-crystalline Ba 1−x K x BiO 3,23 K,,,
198,EPL0410207,4|7,Ba 1−x K x BiO 3 single crystal,23 K,,,On the same samples the magnetoresistance was measured using a four-probe measurement at low frequencies. shows the magnetoresistance R(H) of the Ba 1−x K x BiO 3 single crystal up to 26 T at temperatures from 1.5 K to T c ≃ 23 K.
199,EPL0410207,13|0,Ba 1−x K x BiO 3 crystal,31 K,,,is in a perfect agreement with the value obtained on a different Ba 1−x K x BiO 3 crystal with T c ≃ 31 K .
200,L094047006,1|3,x=0.40,32 K,,,"A comparison of the superconducting state with the H-induced normal state in the x=0.40 (Tc = 32 K) sample indicates that there remains substantial part of the Fermi surface even in the fully-developed PG state, which suggests that the PG and SC are coexisting matters."
201,L094047006,6|2,Bi 2 Sr 2 CuO 6.36,8 K,,,The T c of Bi 2 Sr 2 CuO 6.36 without La- doping is found to be 8 K.
202,L094047006,6|3,x=0.4,32 K,,,"The maximal T c =32 K was obtained for La concentration of x=0.4, which is in good agreement with that reported in Ref. ."
203,L094047006,11|1,x opt =0.40,32 K,,suscepti- bility,
204,L094047006,15|1,x ≤0.40,8 ∼32 K,,,The low-T normal state of the samples with x ≤0.40 (T c = 8 ∼32 K) has been accessed by suppressing superconductivity completely with the strong magnetic fields.
205,L094047006,16|4,x=0,8 K,,,
206,L094047006,16|4,Bi2Sr2CuO 6+δ,8 K,,,
207,L094127001,5|7,Sr 0.9 La 0.1 CuO 2,43 K,,,"Recently, high-quality n-type ILS samples of Sr 0.9 La 0.1 CuO 2 with a sharp superconducting transition T c ≃ 43 K were syn- thesized by using a cubic multi-anvil press ."
208,L094127001,7|1,Sr 0.9 La 0.1 CuO 2 (SLCO),43 K,,Magnetiza- tion,
209,SSC1270493,1|4,x = 0.3,∼40 K,,,The highest T c was obtained for the high-oxygen-pressure treated x = 0.3 sample at ∼40 K.
210,SSC1270493,4|5,Ga-1212,up to ∼70 K,,,"Among these, Ga-1212 shows superconductivity up to ∼70 K when properly doped with holes ."
211,SSC1270493,4|6,Al-1212,18 ∼ 30 K,,,"Superconductivity in Al-1212 has been somewhat debated ; even in the positive case the onset temperature is low, i.e. 18 ∼ 30 K ."
212,SSC1270493,4|11,Co-1212,∼30 K,,,"Even though the Co-1212 phase has been well known for long, the first indication of superconductivity at ∼30 K was revealed for it only very recently by Mochiku et al. ."
213,SSC1270493,4|13,CoSr 2 YCu 2 O 7+δ,up to 40 K,,,
214,SSC1270493,12|9,x = 0.3,up to 40 K,,diamagnetic signal,For the HPO-annealed samples superconductivity appears with the transition temperature (T c ) up to 40 K (as determined at the onset of the diamagnetic signal) for the x = 0.3 sample.
215,SSC1270493,16|13,x = 0.4 sample using 25 and 100 mol-% Ag 2 O 2,20 K,,,
216,SSC1270493,16|13,x = 0.4 sample using 25 and 100 mol-% Ag 2 O 2,35 K,,,
217,SSC1270493,16|24,x = 0.3,∼40 K,,,The highest T c obtained in the present study for the HPO-annealed x = 0.3 sample was ∼40 K.
218,SSC1230017,3|0,pure-phase Sr 0.9 La 0.1 CuO 2 (Sr(La)-112),43 K,,,"Recently, we successfully synthesized pure-phase Sr 0.9 La 0.1 CuO 2 (Sr(La)-112) with T c ≃ 43 K by using a cubic multi-anvil press."
219,PhysRevX.8.041024,6|1,Cu x Bi 2 Se 3 (x ¼ 0.31) single crystals,3 K,,Magnetic susceptibility,
220,EPJ0290369,11|0,La 1.94 Sr 0.06 CuO 4,2.4 K,,,"In the La 1.94 Sr 0.06 CuO 4 compound ), the insulating phase at low temperatures gives way to superconductivity below T c = 2.4 K."
221,EPJ0290369,11|1,La 1.94 Sr 0.06 CuO 4,2.4,,,
222,EPJ0290369,13|0,La 1.9 Sr 0.1 CuO 4,17.5,,,T he magnetoresistivity in La 1.9 Sr 0.1 CuO 4 (T c = 17.5 K) is shown in .
223,EPJ0290369,13|7,La 1.9 Sr 0.1 CuO 4,17.5 K,,,
224,EPJ0290369,13|10,La 1.9 Sr 0.1 CuO 4,17.5 K,,,
225,EPJ0290369,14|0,overdoped La 1.8 Sr 0.2 CuO 4,22.8 K,,,"In contrast to the underdoped samples, the overdoped La 1.8 Sr 0.2 CuO 4 (T c = 22.8 K) demonstrates clear knee-shaped features in its field-dependent resistivity curves ρ ab (µ o H) at temperatures T < T c (see graphs A, B and C of )."
226,EPJ0290369,16|0,overdoped La 1.75 Sr 0.25 CuO 4,15.6,,,T he resistivity data for the strongly overdoped La 1.75 Sr 0.25 CuO 4 compound (T c = 15.6 K) is shown in as a function of the magnetic field.
227,EPJ0290369,16|6,La 1.75 Sr 0.25 CuO 4,15.6 K,,,
228,EPJ0290369,17|0,La 1.73 Sr 0.27 CuO 4,9.2 K,,resistivity,"Finally, Figure 8 contains the field dependent in-plane resistivity data of La 1.73 Sr 0.27 CuO 4 (T c =9.2 K), our strongest overdoped sample in this study."
229,EPJ0290369,22|2,La 2-x Sr x CuO 4 samples with x = 0.05 and 0.055,17.5 K,,,
230,EPJ0290369,23|5,La 1.94 Sr 0.06 CuO 4,2.4K,,,"However, the La 1.94 Sr 0.06 CuO 4 system shows, at 4.2 K, a magnetoresistivity that is not even saturated at 50 T, a value which is more than a decade higher than the conventional paramagnetic limit of µ o H = 4 T for this sample with T c ~ 2.4K."
231,EPJ0290369,24|1,La 1.8 Sr 0.2 CuO 4,22.8 K,,,"T he lower frames of figures 6-8 present the Kohler plots for the overdoped samples La 1.8 Sr 0.2 CuO 4 (T c = 22.8 K), La 1.75 Sr 0.25 CuO 4 (T c = 15.6 K) and La 1.73 Sr 0.27 CuO 4 (T c = 9.2 K)."
232,EPJ0290369,24|1,La 1.75 Sr 0.25 CuO 4,15.6 K,,,"T he lower frames of figures 6-8 present the Kohler plots for the overdoped samples La 1.8 Sr 0.2 CuO 4 (T c = 22.8 K), La 1.75 Sr 0.25 CuO 4 (T c = 15.6 K) and La 1.73 Sr 0.27 CuO 4 (T c = 9.2 K)."
233,EPJ0290369,24|1,La 1.73 Sr 0.27 CuO 4,9.2 K,,,"T he lower frames of figures 6-8 present the Kohler plots for the overdoped samples La 1.8 Sr 0.2 CuO 4 (T c = 22.8 K), La 1.75 Sr 0.25 CuO 4 (T c = 15.6 K) and La 1.73 Sr 0.27 CuO 4 (T c = 9.2 K)."
234,EPJ0290369,30|2,La 1.94 Sr 0.06 CuO 4,2.4 K,,,"Although stripes are well established experimentally, they are, up to now, strongly neglected by theoreticians working on magnetoresistivity effects. shows the magnetoconductivity ∆σ = (σ(0 T ) -σ(50 T ) as a function of the temperature, both presented in logarithmic coordinates for La 1.94 Sr 0.06 CuO 4 (T c = 2.4 K) and La 1.9 Sr 0.1 CuO 4 (T c = 17.5 K)."
235,EPJ0290369,30|2,La 1.9 Sr 0.1 CuO 4,17.5 K,,,"Although stripes are well established experimentally, they are, up to now, strongly neglected by theoreticians working on magnetoresistivity effects. shows the magnetoconductivity ∆σ = (σ(0 T ) -σ(50 T ) as a function of the temperature, both presented in logarithmic coordinates for La 1.94 Sr 0.06 CuO 4 (T c = 2.4 K) and La 1.9 Sr 0.1 CuO 4 (T c = 17.5 K)."
236,EPJ0290369,34|3,La 1.9 Sr 0.1 CuO 4,17.5 K,,,"When T * is used to obtain the paramagnetic limiting field for sample La 1.9 Sr 0.1 CuO 4 (T * ≈ 400 K, T c = 17.5 K) instead of T c , a value of µ o H p ≈ 700 T is obtained, illustrating that a field of 50 T is indeed not high enough to destroy completely the preformed pairs."
237,EPJ0290369,38|11,La 1.94 Sr 0.06 CuO 4,2.4 K,,,T he excess conductivity of the La 1.94 Sr 0.06 CuO 4 (T c = 2.4 K) and La 1.9 Sr 0.1 CuO 4 (T c = 17.5 K) sample at 50 T indeed shows a simple power-law behavior with respect to the temperature.
238,EPJ0290369,38|11,La 1.9 Sr 0.1 CuO 4,17.5 K,,,T he excess conductivity of the La 1.94 Sr 0.06 CuO 4 (T c = 2.4 K) and La 1.9 Sr 0.1 CuO 4 (T c = 17.5 K) sample at 50 T indeed shows a simple power-law behavior with respect to the temperature.
239,APL0774202,12|1,YBCO crystals,93 K,,,YBCO crystals were grown in yttria stabilized zirconia crucibles as described and annealed to achieve maximal T c ≈ 93 K .
240,APL0774202,12|2,BSCCO,89.5K,,,BSCCO samples where grown using a floating zone process and had T c ≈ 89.5K .
241,APL0774202,13|0,Single crystals of PCCO,22.5K,,,Single crystals of PCCO were grown using directional solidification technique and annealed in argon to achieve T c ≈ 22.5K .
242,APL0774202,16|1,Al,1.69,,,The measured T c (Al) ≈ 1.69 K is significantly larger than the bulk value T c (Al) ≈ 1.18 K 28 .
243,APL0774202,16|1,Al,1.18 K,,,The measured T c (Al) ≈ 1.69 K is significantly larger than the bulk value T c (Al) ≈ 1.18 K 28 .
244,L088207003,1|0,doped Pr1.855Ce0.145CuO4−y films,24 K,,,"We present measurements of the ab-plane magnetic penetration depth, λ(T ), in five optimally doped Pr1.855Ce0.145CuO4−y films for 1.6 K ≤ T ≤ Tc ∼ 24 K."
245,L088207003,4|4,Pr 2 CuO 4,23.7 ± 0.5 K,,resistivities,
246,Liu_2018_Supercond._Sci._Technol._31_125011,4|1,SnSb,2.48 K,,Resistivity,
247,Liu_2018_Supercond._Sci._Technol._31_125011,4|2,,1.50 K,,magnetic susceptibility,"However, magnetic susceptibility and specific heat measurements indicate that bulk type-II SC is established at a considerably lower temperature of 1.50 K."
248,Liu_2018_Supercond._Sci._Technol._31_125011,4|2,,1.50 K,,specific heat,"However, magnetic susceptibility and specific heat measurements indicate that bulk type-II SC is established at a considerably lower temperature of 1.50 K."
249,Liu_2018_Supercond._Sci._Technol._31_125011,7|4,SnSb,below 2.8 K,,resistivity,
250,Liu_2018_Supercond._Sci._Technol._31_125011,10|1,SnSb,∼1.6 K,,,
251,Liu_2018_Supercond._Sci._Technol._31_125011,11|2,SnSb,1.50 K,,specific heat,
252,Liu_2018_Supercond._Sci._Technol._31_125011,18|1,SnSb,below 1.50 K,,,
253,L090137001,8|1,Single crystal of Sr 2 Ca 12 Cu 24 O 41,2.8K,,,
254,L095117006,2|2,2H-NbSe 2,7.1 K,,,
255,1609.04957,1|0,LaFeAsO1−xHx,exceeds 45K,3.0 GPa,,The electron-doped high-transition-temperature (Tc) iron-based pnictide superconductor LaFeAsO1−xHx has a unique phase diagram: Superconducting (SC) double domes are sandwiched by antiferromagnetic phases at ambient pressure and they turn into a single dome with a maximum Tc that exceeds 45K at a pressure of 3.0 GPa.
256,1609.04957,2|1,,over 45 K,ambient pressure,,"Intriguingly, upon applying pressure, the minimum T c at ambient pressure becomes the maximum T c of over 45 K, as shown by the solid arrow in Figs. 1(a) and as described in detail below."
257,1609.04957,4|0,x = 0.14,up to 40 K,3.0 GPa,,"AF fluctuations seem to play a key role in raising T c for various iron-based pnictides; however, the scenario does not work well for LaFeAsO 1−x F x , because for x = 0.14, T c increases up to 40 K at 3.0 GPa with no predom- inant AF fluctuations ."
258,1609.04957,7|11,,48K,3.0 GPa,resistivity,
259,1609.04957,8|3,K y Fe 2−x Se 2,30 K,,,Another example is K y Fe 2−x Se 2 with T c = 30 K : The compound exhibits similar T dependence to the La1111 series.
260,1609.04957,14|0,x = 0.20,48 K,,,"In conclusion, we have observed in LaFeAsO 1−x H x that T c for x = 0.20 marks a high T c of 48 K upon ap- plying pressure without the influence of AF fluctuations."
261,1903.04321,1|3,Cu-intercalated PdTe2,from 1.7 K to 2.4 K,,,"Here, based on our temperature and magnetic field dependent STS experiments on Cu-intercalated PdTe2 we show that as the critical temperature of the superconducting phase goes up from 1.7 K to 2.4 K on Cu-intercalation, the mixed phase disappears and the system be- comes homogeneously type-II."
262,1903.04321,2|0,PdTe 2,below 1.7 K,,,The candidate type II Dirac semimetal PdTe 2 superconducts below 1.7 K .
263,1903.04321,3|9,Cu-intercalated PdTe 2 with 4% Cu,2.6 K,,susceptibility,
264,L092157004,7|11,,4.2 K,,susceptibility,
265,L092157004,8|2,,4.2 K,,specific heat,
266,L092157004,13|2,Na 0.3 CoO 2 •yH 2 O,4.2 K,,,
267,Carnicom_2018_Supercond._Sci._Technol._31_115005,1|0,WB 4.2,2.05(5) K,,,We show that the superhard boride WB 4.2 is a superconductor with a T c of 2.05(5) K.
268,Carnicom_2018_Supercond._Sci._Technol._31_115005,3|1,MgB 2,39 K,,,"Super- conductivity has been discovered in metal diborides like MgB 2 (T c =39 K ), (Mo 0.96 Zr 0.04 ) 0.85 B 2 (T c =8.2 K ), NbB 2 (T c =5.2 K ) and various other ternary borides ."
269,Carnicom_2018_Supercond._Sci._Technol._31_115005,3|1,(Mo 0.96 Zr 0.04 ) 0.85 B 2,8.2 K,,,"Super- conductivity has been discovered in metal diborides like MgB 2 (T c =39 K ), (Mo 0.96 Zr 0.04 ) 0.85 B 2 (T c =8.2 K ), NbB 2 (T c =5.2 K ) and various other ternary borides ."
270,Carnicom_2018_Supercond._Sci._Technol._31_115005,3|1,NbB 2,5.2 K,,,"Super- conductivity has been discovered in metal diborides like MgB 2 (T c =39 K ), (Mo 0.96 Zr 0.04 ) 0.85 B 2 (T c =8.2 K ), NbB 2 (T c =5.2 K ) and various other ternary borides ."
271,Carnicom_2018_Supercond._Sci._Technol._31_115005,5|2,WB 4.2,2 K,,,Different experiments show sharp and reproducible superconducting transitions at about 2 K for WB 4.2 .
